000.png,robot:,0.104972,-2.91774,-1.72034,-0.0512827,1.5624,-0.667773,
001.png,robot:,0.088523,-2.96553,-1.41874,-0.304962,1.56288,-0.68452,
002.png,robot:,0.088523,-2.96553,-1.41875,-0.304937,1.56285,0.886005,
003.png,robot:,0.242978,-2.96485,-1.42012,-0.305813,1.55929,-0.529836,
004.png,robot:,0.24299,-2.96489,-1.4201,-0.305801,1.55926,-2.09988,
005.png,robot:,0.287483,-2.91724,-1.72173,-0.0523265,1.55833,-0.485196,
006.png,robot:,0.287507,-2.9172,-1.7217,-0.0523265,1.55832,1.08481,
007.png,robot:,0.352109,-2.93176,-1.97194,0.211638,1.55699,-0.420605,
008.png,robot:,0.352133,-2.93182,-1.97194,0.211614,1.557,-1.99062,
009.png,robot:,0.128866,-2.93218,-1.97032,0.212802,1.56185,-0.64385,
010.png,robot:,0.128878,-2.93215,-1.97032,0.212838,1.56188,0.926071,
011.png,robot:,-0.0949853,-2.92328,-1.91824,0.153375,1.56721,-0.867635,
012.png,robot:,-0.0949734,-2.92323,-1.91821,0.153339,1.56721,-2.43757,
013.png,robot:,-0.077956,-2.92235,-1.66903,-0.0969079,1.56677,-0.850675,
014.png,robot:,-0.0779441,-2.92241,-1.66903,-0.0968836,1.56677,0.719308,
015.png,robot:,-0.065976,-2.97849,-1.36543,-0.344366,1.56646,-0.838804,
016.png,robot:,-0.0660241,-2.97857,-1.36541,-0.344366,1.56645,-2.4088,
