000.png,robot:,0.0848064,-2.67596,-1.82746,-0.215684,1566,-0.667137
001.png,robot:,-0.263542,-2.82585,-1.69551,-0.203325,2.0234,-0.668755
002.png,robot:,0.0345809,-2.98159,-0.962625,-1.19797,1.58761,-0.668719
003.png,robot:,-0.31836,-3.0129,-0.84783,-1.35561,1.94175,-0.668755
004.png,robot:,0.0851539,-2.97861,-0.779327,-1.44297,1.64951,-1.3326
005.png,robot:,-0.205094,-2.96996,-0.782541,-1.30486,1.64969,-1.33217
006.png,robot:,-0.19647,-2.59934,-1.79538,-0.320896,1.65002,-1.33222
007.png,robot:,-0.0972517,-2.62775,-1.79522,-0.409784,1.65003,0.38819
008.png,robot:,-0.0962198,-2.62238,-1.79521,-0.409484,1.65,-2.09107
009.png,robot:,0.433458,-2.64069,-1.80319,-0.410575,1.29732,-2.09105
010.png,robot:,0.581811,-2.76981,-1.7317,-0.409183,0.90401,-2.09107
011.png,robot:,0.332753,-3.07835,-2.12755,0.916978,1.21488,-2.0911
012.png,robot:,0.31414,-3.11132,-0.776363,-1.52705,1.21432,-0.111591
013.png,robot:,0.0713541,-3.06833,-0.754313,-1.52712,1.67469,-0.750644
014.png,robot:,-0.318192,-3.26148,-0.691993,-1.38449,2.11082,-0.750632
015.png,robot:,0.409131,-3.21719,-0.655501,-1.59301,1.22914,-0.750632
016.png,robot:,0.878304,-3.0861,-1.66374,-0.559337,0.737579,1.35096
017.png,robot:,-0.496413,-3.08607,-1.56691,-0.182901,2.33268,-2.32416
018.png,robot:,0.138409,-2.70148,-1.74412,-0.345434,1.56698,-0.628551
