000.png,robot:,0.0986298,-1.75775,-1.33436,-1.61991,1.58203,-2.2735,
001.png,robot:,0.122045,-1.70464,-1.45002,-1.55856,1.57347,-2.24436,
002.png,robot:,0.556291,-1.60655,-2.00626,-1.09566,1.31757,-2.24395,
003.png,robot:,0.432116,-2.26817,-1.28614,-1.34651,1.33096,-2.24414,
004.png,robot:,-0.195271,-2.27272,-1.28392,-1.2644,1.7942,-2.24454,
005.png,robot:,-0.00164253,-2.47391,-0.551109,-1.93974,1.63533,-2.24449,
006.png,robot:,-0.257989,-2.85175,-0.55124,-1.73049,1.83151,-2.24446,
007.png,robot:,-0.593501,-2.56369,-1.57109,-0.88658,2.12775,-2.24434,
008.png,robot:,0.586627,-1.92364,-2.42838,-0.230876,1.24911,-2.24436,
009.png,robot:,1.0927,-1.9237,-2.4288,-0.533986,1.00733,-2.24426,
010.png,robot:,0.284355,-2.24127,-1.47116,-1.07624,1.42117,-2.24431,
011.png,robot:,-0.0903199,-2.24187,-1.47124,-1.07626,1.72266,-2.24431,
012.png,robot:,0.096076,-2.86124,-0.18692,-2.07343,1.58183,-2.2443,
013.png,robot:,0.0759579,-2.47449,-0.186668,-2.26055,1.58183,-2.24431,
014.png,robot:,0.471085,-2.50668,-0.188047,-2.33248,1.41733,-2.2443,
015.png,robot:,-0.225532,-2.52169,-0.188095,-2.24537,1.71252,-2.24455,
016.png,robot:,-0.462784,-1.37374,-2.03104,-1.19854,1.87118,-2.2447,
017.png,robot:,0.796418,-1.34315,-2.03316,-1.36415,1.23865,-2.24469,
018.png,robot:,0.157591,-1.33038,-1.55218,-1.7003,1.54637,-2.24463,
019.png,robot:,0.686026,-1.83125,-0.820416,-2.14294,1.34478,-2.2446,
020.png,robot:,-0.289295,-1.74557,-0.820764,-2.14294,1.75965,-2.2446,
021.png,robot:,0.0654309,-2.19871,-0.861231,-1.82975,1.57223,-2.2446,
022.png,robot:,0.0173865,-1.72631,-1.45828,-1.53322,1.60884,-1.29371,
023.png,robot:,0.329493,-2.02975,-1.15503,-1.62101,1.47786,-1.11463,
024.png,robot:,0.494667,-1.43825,-1.25695,-1.94241,1.31726,-0.465415,
025.png,robot:,1.43293,-0.908678,-2.02539,-1.88998,1.16527,0.115124,
026.png,robot:,0.45371,-0.909122,-2.04131,-1.48504,1.40716,0.115603,
027.png,robot:,-0.505567,-1.29542,-2.06019,-1.20062,1.89323,-1.75013,
028.png,robot:,-0.692589,-1.79343,-1.26619,-1.76096,1.96375,-1.27089,
029.png,robot:,-0.427117,-2.29703,-0.625392,-1.9981,1.78164,-0.744966,
030.png,robot:,0.269276,-2.297,-0.625501,-1.99739,1.45845,-0.0650066,
031.png,robot:,0.0433335,-2.05329,-0.625261,-2.12789,1.46409,-0.509349,
032.png,robot:,0.177551,-1.01836,-1.65776,-1.72441,1.4643,0.0948911,
033.png,robot:,0.730803,-1.19592,-2.40647,-1.00042,1.21531,0.824857,
034.png,robot:,0.396308,-2.06585,-0.88465,-1.99324,1.38691,1.14334,
035.png,robot:,0.169363,-2.25502,-0.87804,-1.7782,1.51879,-0.576271,
036.png,robot:,0.339045,-2.25602,-0.878184,-1.77838,1.51949,-1.78062,
037.png,robot:,-0.209484,-2.26608,-0.873265,-1.74778,1.79018,-0.945094,
038.png,robot:,-0.64362,-1.96704,-0.862395,-1.99482,1.94767,-0.85434,
039.png,robot:,-0.967494,-1.34441,-1.73308,-1.67444,1.96586,-0.336313,
040.png,robot:,0.257014,-1.0448,-1.94328,-1.39222,1.37397,-0.491917,
041.png,robot:,0.929416,-1.21757,-2.08255,-1.47133,1.21549,-0.715881,
042.png,robot:,0.475782,-1.61858,-1.63979,-1.43272,1.36497,0.637793,
