000.png,robot:,0.138409,-2.70156,-1.74409,-0.34541,1.56699,-0.628528,
001.png,robot:,-0.480564,-3.37856,-0.75207,-1.27121,2.32547,-2.76503,
002.png,robot:,0.220838,-3.15917,-2.04734,-1.65487,4.81597,-3.74485,
003.png,robot:,-0.586434,-3.2444,-1.65301,-2.07578,3.79844,-4.6667,
004.png,robot:,0.898291,-3.24984,-1.79103,-2.44912,5.67999,-2.95626,
005.png,robot:,0.714859,-3.23646,-1.06725,-1.29763,0.875913,-4.6403,
006.png,robot:,0.583296,-3.6653,-0.0478285,-2.00669,1.11009,-4.63463,
007.png,robot:,0.116578,-3.55905,-0.0476249,-1.86994,1.57435,-4.63426,
008.png,robot:,-0.129812,-3.60819,-0.0477446,-1.82684,1.85734,-4.6283,
009.png,robot:,-0.432432,-3.60744,-0.0485237,-1.8279,2.22467,-4.62836,
010.png,robot:,-0.537745,-3.43956,-0.680668,-4.00399,3.83608,-4.62837,
011.png,robot:,0.0773129,-3.413,-1.75339,1.1865,1.54681,-4.2416,
012.png,robot:,0.0931388,-3.26675,-1.96678,1.3658,1.54678,-4.24161,
