000.png,robot:,0.0896502,-2.67067,-1.81505,-0.203193,1.56766,-0.667377,
001.png,robot:,0.0823844,-2.70472,-1.66324,-0.321136,1.56746,-0.674673,
002.png,robot:,0.0823724,-2.70473,-1.66324,-0.321112,1.56743,0.895346,
003.png,robot:,0.163585,-2.70244,-1.67185,-0.315101,1.56559,-0.593463,
004.png,robot:,0.163597,-2.70244,-1.67188,-0.315184,1.56559,-2.16339,
005.png,robot:,0.178246,-2.66892,-1.82367,-0.196833,1.5652,-0.578835,
006.png,robot:,0.178234,-2.66891,-1.82369,-0.196869,1.56523,0.991046,
007.png,robot:,0.195616,-2.64887,-1.96532,-0.0753434,1.56488,-0.561524,
008.png,robot:,0.195688,-2.64886,-1.96532,-0.075331,1.56483,-2.13157,
009.png,robot:,0.09845,-2.64984,-1.95646,-0.0828193,1.56715,-0.658668,
010.png,robot:,0.098462,-2.64988,-1.95644,-0.0828674,1.56715,0.911224,
011.png,robot:,0.00143886,-2.6523,-1.93449,-0.102176,1.56945,-0.755567,
012.png,robot:,0.00143886,-2.65232,-1.93448,-0.102164,1.56947,-2.32559,
013.png,robot:,0.00123475,-2.67486,-1.79363,-0.22046,1.56949,-0.755783,
014.png,robot:,0.00115086,-2.67489,-1.79363,-0.220485,1.56949,0.814197,
015.png,robot:,0.00116284,-2.71021,-1.64202,-0.336651,1.56946,-0.755914,
016.png,robot:,0.00118681,-2.71026,-1.64202,-0.336663,1.5695,-2.32601,
